step,crossentropy,val crossentropy,accuracy,val accuracy,top_k,val top_k,f_score,val f_score,preplexite,val preplexite
1,144.6315989451976,52.412365848070955,0.12325849245115453,0.13139447773972604,0.19588143872113678,0.20644263698630136,0.0011391933012758274,0.0013027417855034262,90385.06021399004,23308.56283337489
2,29.580598248469894,21.571820187242064,0.1499777975133215,0.16301904965753425,0.25414908969804617,0.2727953767123288,0.0013602825687481935,0.0010301621408721636,5821.274060688814,2278.6292163150397
3,13.079525232738542,13.590689130025368,0.174136878330373,0.1720087756849315,0.3008992007104796,0.2950824058219178,0.001309092615685156,0.0009245103644127383,1049.785717449559,794.6669022306264
4,8.321585834767424,10.638765077068381,0.1861192828596803,0.1796875,0.3263557393428064,0.3074967893835616,0.0014650706172532851,0.0009167290482851869,434.57729640666594,470.9055824860494
5,6.523217886421651,9.254635304620821,0.1952292406749556,0.1850920376712329,0.34465197602131437,0.319509845890411,0.0016891751598114343,0.0009864280101993083,261.49167825043173,350.38111697734826
6,5.366342403113737,8.98538545386432,0.21700849245115453,0.18659032534246575,0.37191246669627,0.3210081335616438,0.002622553965384488,0.0010655473796921872,158.37312758022108,331.27818128937014
7,5.095773938282345,8.86255233581752,0.22402309058614564,0.1878478167808219,0.3788160523978686,0.3222923801369863,0.002940079681248591,0.0011002093095855456,137.18511934148387,319.62536715017217
8,4.945119104842733,8.784508038873541,0.2292129218472469,0.18859696061643835,0.38360346358792186,0.3233893407534247,0.0031347607798397964,0.0011419339882120592,124.96003914680504,314.86776790626004
9,4.838496700273314,8.701816255099153,0.23343833259325045,0.1890517979452055,0.388363121669627,0.3237104023972603,0.0033143069789468658,0.0011597143467005394,116.52487681297882,309.4829512225419
10,4.759760501753162,8.653397501331487,0.23707398978685612,0.1890250428082192,0.39273423623445824,0.3240582191780822,0.003472143995284465,0.0011748179473614396,109.89107627998808,304.80442799129605
11,4.695203421170928,8.62307751015441,0.24051537522202487,0.19020226883561644,0.3964253996447602,0.3266267123287671,0.0035652395515234523,0.0011694362974719284,104.52097629992109,300.20515123003776
12,4.6412177238328844,8.602264580661304,0.24458120559502664,0.1915400256849315,0.4005744893428064,0.3275363869863014,0.003679795941084848,0.0012036737479980755,99.88105304851263,296.33828794243016
13,4.590727309774125,8.577275583188827,0.2490147646536412,0.19196810787671234,0.40491091252220246,0.3287136130136986,0.0038504114988231848,0.001229178578248375,95.51862736643189,292.65668296010716
14,4.547630580661564,8.564313196156123,0.2525324711367673,0.193626926369863,0.4088379773534636,0.3297035530821918,0.0040267434746165945,0.0012508187917848947,91.82206210961093,289.98167324393785
15,4.508464147100228,8.530840909644349,0.2560501776198934,0.19456335616438356,0.4131952153641208,0.3314693921232877,0.004148912809410365,0.0012537303033016928,88.50634014486754,284.4530910464933
16,4.470854110023268,8.543406829442063,0.26035884769094136,0.1951787243150685,0.4169141318827709,0.3324593321917808,0.004306709612421956,0.0013075112520672433,85.29583524149072,282.89519324586496
17,4.434740916450324,8.514766121563847,0.2641402087033748,0.19587435787671234,0.42032776420959145,0.3333690068493151,0.004437927882680024,0.001267539171425447,82.41292797655093,280.3719951269526
18,4.401342581262809,8.542309712057245,0.2680533969804618,0.1973458904109589,0.42328347024866786,0.3361782962328767,0.0046022073965400565,0.0012853458288128883,79.67409000977507,278.21983299655506
19,4.370080120398351,8.538562425195355,0.2714947824156306,0.19673052226027396,0.42711339920071045,0.3361782962328767,0.004741796347573995,0.0013011395660139722,77.19251001641956,276.78509070707895
20,4.341987157587895,8.56013004093954,0.2750610568383659,0.19836258561643835,0.4301593028419183,0.3382116866438356,0.004872074692103131,0.001302441527065502,75.16804881843915,274.21511583969885
21,4.318417851073704,8.571914437698991,0.27764903419182946,0.19978060787671234,0.4335104906749556,0.3389875856164384,0.005010515266986395,0.0013403710630109967,73.26209152935012,272.34358152968264
22,4.293797575982807,8.586108433057184,0.28009130772646534,0.1993525256849315,0.43661883880994673,0.3405393835616438,0.005124135582656542,0.0013736846698495903,71.58076081917173,271.06652549555355
23,4.2668807320230595,8.615235652009101,0.28379634769094136,0.2007437928082192,0.43968555728241565,0.3411815068493151,0.005248979895274762,0.0014165967847587387,69.69475561897148,270.53037101086557
24,4.244108112413125,8.62189341571233,0.2868214365008881,0.201171875,0.44242617673179396,0.3427065496575342,0.005396466862681598,0.0014334231671280775,68.10332140343239,268.301774524559
25,4.222255969767461,8.648044060354364,0.28934696936056836,0.20192101883561644,0.44506966030195383,0.3437767551369863,0.005504912073140035,0.0014318491560279404,66.6072858434031,266.5689536469495
26,4.1995021890365845,8.708029534718762,0.2917545515097691,0.20253638698630136,0.44822657637655416,0.3437767551369863,0.0055914472178167285,0.0014321098358478805,65.18240043156304,266.57436197037543
27,4.1791306439767295,8.747933825401411,0.2945437388987567,0.2030982448630137,0.45028030639431615,0.3454088184931507,0.005722964015006887,0.00145674625344651,63.79952197061277,265.5272967243612
28,4.158871695161078,8.803537385104454,0.29713865452930727,0.2032587756849315,0.45329845692717585,0.346505779109589,0.0057812799653286515,0.0014523904595591052,62.54812713168564,264.7662192175484
29,4.136499835585193,8.835440544232931,0.29967806394316165,0.204810573630137,0.45565053285968027,0.3482716181506849,0.00595075420689559,0.0014576237247650805,61.24201543750231,262.41267451282476
30,4.12063990943597,8.900834789014842,0.30180117673179396,0.20630886130136986,0.4577667073712256,0.3497966609589041,0.006047607645174062,0.0014495782305770362,60.13207357015239,261.6690131419229
